Function,Dimensions,Pop_Size,Iters,find_solution,generation_found
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,17.0
Func3,2,22,22,1,19.0
Func3,2,22,22,1,20.0
Func3,2,22,22,1,20.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,21.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,19.0
Func3,2,22,22,1,22.0
Func3,2,22,22,0,
Func3,2,22,22,1,18.0
Func3,2,22,22,1,16.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,20.0
Func3,2,22,22,1,10.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,21.0
Func3,2,22,22,0,
Func3,2,22,22,1,22.0
Func3,2,22,22,1,22.0
Func3,2,22,22,0,
Func3,2,22,22,1,16.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,12.0
Func3,2,22,22,0,
Func3,2,22,22,1,21.0
Func3,2,22,22,0,
Func3,2,22,22,1,21.0
Func3,2,22,22,1,11.0
Func3,2,22,22,1,12.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,22.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,22.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,22.0
Func3,2,22,22,1,21.0
Func3,2,22,22,1,21.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,13.0
Func3,2,22,22,1,17.0
Func3,2,22,22,1,19.0
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,0,
Func3,2,22,22,1,21.0
Func4,2,19,19,0,
Func4,2,19,19,1,18.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,19.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,18.0
Func4,2,19,19,1,16.0
Func4,2,19,19,1,15.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,11.0
Func4,2,19,19,0,
Func4,2,19,19,1,19.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,16.0
Func4,2,19,19,1,16.0
Func4,2,19,19,0,
Func4,2,19,19,1,16.0
Func4,2,19,19,1,12.0
Func4,2,19,19,0,
Func4,2,19,19,1,19.0
Func4,2,19,19,1,15.0
Func4,2,19,19,0,
Func4,2,19,19,1,13.0
Func4,2,19,19,1,17.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,15.0
Func4,2,19,19,1,18.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,16.0
Func4,2,19,19,0,
Func4,2,19,19,1,17.0
Func4,2,19,19,1,9.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,13.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,9.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,18.0
Func4,2,19,19,1,18.0
Func4,2,19,19,1,14.0
Func4,2,19,19,1,17.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,14.0
Func4,2,19,19,1,19.0
Func4,2,19,19,1,19.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,11.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,15.0
Func4,2,19,19,0,
Func4,2,19,19,1,9.0
Func4,2,19,19,0,
Func4,2,19,19,1,18.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,18.0
Func4,2,19,19,1,18.0
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,0,
Func4,2,19,19,1,16.0
Func4,2,19,19,1,16.0
Func4,2,19,19,1,19.0
Func4,2,19,19,1,15.0
Func4,2,19,19,0,
Func4,2,19,19,1,13.0
Func4,2,19,19,0,
Func4,2,19,19,1,18.0
Func4,2,19,19,1,13.0
Func4,2,19,19,0,
Func5,2,31,31,1,28.0
Func5,2,31,31,0,
Func5,2,31,31,1,17.0
Func5,2,31,31,1,18.0
Func5,2,31,31,1,27.0
Func5,2,31,31,1,25.0
Func5,2,31,31,1,18.0
Func5,2,31,31,1,25.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,18.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,27.0
Func5,2,31,31,1,29.0
Func5,2,31,31,0,
Func5,2,31,31,1,20.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,29.0
Func5,2,31,31,1,19.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,23.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,26.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,21.0
Func5,2,31,31,0,
Func5,2,31,31,1,30.0
Func5,2,31,31,1,29.0
Func5,2,31,31,0,
Func5,2,31,31,1,11.0
Func5,2,31,31,1,21.0
Func5,2,31,31,0,
Func5,2,31,31,1,23.0
Func5,2,31,31,1,26.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,25.0
Func5,2,31,31,1,27.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,28.0
Func5,2,31,31,1,28.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,26.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,20.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,23.0
Func5,2,31,31,1,30.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,21.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,31.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,25.0
Func5,2,31,31,0,
Func5,2,31,31,1,30.0
Func5,2,31,31,1,24.0
Func5,2,31,31,1,22.0
Func5,2,31,31,1,25.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,26.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,31.0
Func5,2,31,31,0,
Func5,2,31,31,0,
Func5,2,31,31,1,30.0
Func5,2,31,31,0,
Func5,2,31,31,1,30.0
Func5,2,31,31,0,
Func5,2,31,31,1,31.0
Func5,2,31,31,1,28.0
Func5,2,31,31,1,22.0
Func5,2,31,31,1,17.0
Func5,2,31,31,1,29.0
Func5,2,31,31,1,29.0
Func5,2,31,31,1,27.0
Func5,2,31,31,1,26.0
Func5,2,31,31,0,
Func5,2,31,31,1,29.0
Func5,2,31,31,0,
Func5,2,31,31,1,21.0
Func5,2,31,31,1,24.0
Func5,2,31,31,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,26.0
Func6,2,37,37,0,
Func6,2,37,37,1,35.0
Func6,2,37,37,0,
Func6,2,37,37,1,31.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,36.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,36.0
Func6,2,37,37,1,37.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,29.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,26.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,25.0
Func6,2,37,37,0,
Func6,2,37,37,1,25.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,36.0
Func6,2,37,37,0,
Func6,2,37,37,1,28.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,30.0
Func6,2,37,37,1,36.0
Func6,2,37,37,0,
Func6,2,37,37,1,32.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,27.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,24.0
Func6,2,37,37,0,
Func6,2,37,37,1,36.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,37.0
Func6,2,37,37,1,13.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,29.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,1,28.0
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func6,2,37,37,0,
Func7,2,88,88,1,64.0
Func7,2,88,88,0,
Func7,2,88,88,0,
Func7,2,88,88,0,
Func7,2,88,88,1,17.0
Func7,2,88,88,1,49.0
Func7,2,88,88,1,85.0
Func7,2,88,88,1,35.0
Func7,2,88,88,0,
Func7,2,88,88,0,
Func7,2,88,88,1,72.0
Func7,2,88,88,1,73.0
Func7,2,88,88,0,
Func7,2,88,88,1,48.0
Func7,2,88,88,1,29.0
Func7,2,88,88,0,
Func7,2,88,88,0,
Func7,2,88,88,1,54.0
Func7,2,88,88,1,35.0
Func7,2,88,88,1,46.0
Func7,2,88,88,1,11.0
Func7,2,88,88,1,44.0
Func7,2,88,88,0,
Func7,2,88,88,1,62.0
Func7,2,88,88,0,
Func7,2,88,88,1,54.0
Func7,2,88,88,0,
Func7,2,88,88,1,29.0
Func7,2,88,88,0,
Func7,2,88,88,1,20.0
Func7,2,88,88,1,44.0
Func7,2,88,88,1,55.0
Func7,2,88,88,1,80.0
Func7,2,88,88,1,74.0
Func7,2,88,88,1,40.0
Func7,2,88,88,0,
Func7,2,88,88,1,66.0
Func7,2,88,88,1,85.0
Func7,2,88,88,1,35.0
Func7,2,88,88,1,26.0
Func7,2,88,88,1,61.0
Func7,2,88,88,1,8.0
Func7,2,88,88,0,
Func7,2,88,88,1,24.0
Func7,2,88,88,1,62.0
Func7,2,88,88,0,
Func7,2,88,88,1,62.0
Func7,2,88,88,0,
Func7,2,88,88,1,19.0
Func7,2,88,88,1,25.0
Func7,2,88,88,1,35.0
Func7,2,88,88,1,15.0
Func7,2,88,88,1,59.0
Func7,2,88,88,1,43.0
Func7,2,88,88,0,
Func7,2,88,88,1,52.0
Func7,2,88,88,0,
Func7,2,88,88,0,
Func7,2,88,88,1,6.0
Func7,2,88,88,1,41.0
Func7,2,88,88,1,84.0
Func7,2,88,88,1,47.0
Func7,2,88,88,1,52.0
Func7,2,88,88,0,
Func7,2,88,88,1,58.0
Func7,2,88,88,1,44.0
Func7,2,88,88,1,47.0
Func7,2,88,88,1,22.0
Func7,2,88,88,1,75.0
Func7,2,88,88,1,87.0
Func7,2,88,88,1,82.0
Func7,2,88,88,1,85.0
Func7,2,88,88,0,
Func7,2,88,88,0,
Func7,2,88,88,1,33.0
Func7,2,88,88,0,
Func7,2,88,88,1,54.0
Func7,2,88,88,1,45.0
Func7,2,88,88,1,36.0
Func7,2,88,88,1,15.0
Func7,2,88,88,0,
Func7,2,88,88,1,83.0
Func7,2,88,88,1,18.0
Func7,2,88,88,1,67.0
Func7,2,88,88,1,74.0
Func7,2,88,88,1,17.0
Func7,2,88,88,1,59.0
Func7,2,88,88,1,40.0
Func7,2,88,88,0,
Func7,2,88,88,1,19.0
Func7,2,88,88,1,74.0
Func7,2,88,88,1,27.0
Func7,2,88,88,1,35.0
Func7,2,88,88,1,28.0
Func7,2,88,88,0,
Func7,2,88,88,0,
Func7,2,88,88,0,
Func7,2,88,88,1,22.0
Func7,2,88,88,1,13.0
Func7,2,88,88,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,44.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,24.0
Func8,2,44,44,0,
Func8,2,44,44,1,43.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,31.0
Func8,2,44,44,0,
Func8,2,44,44,1,36.0
Func8,2,44,44,1,34.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,22.0
Func8,2,44,44,0,
Func8,2,44,44,1,37.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,37.0
Func8,2,44,44,0,
Func8,2,44,44,1,44.0
Func8,2,44,44,1,31.0
Func8,2,44,44,0,
Func8,2,44,44,1,37.0
Func8,2,44,44,1,42.0
Func8,2,44,44,0,
Func8,2,44,44,1,37.0
Func8,2,44,44,1,44.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,29.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,36.0
Func8,2,44,44,1,35.0
Func8,2,44,44,1,26.0
Func8,2,44,44,1,40.0
Func8,2,44,44,1,29.0
Func8,2,44,44,1,44.0
Func8,2,44,44,1,31.0
Func8,2,44,44,1,41.0
Func8,2,44,44,0,
Func8,2,44,44,1,41.0
Func8,2,44,44,1,33.0
Func8,2,44,44,1,30.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,35.0
Func8,2,44,44,0,
Func8,2,44,44,1,36.0
Func8,2,44,44,1,30.0
Func8,2,44,44,0,
Func8,2,44,44,1,37.0
Func8,2,44,44,0,
Func8,2,44,44,1,31.0
Func8,2,44,44,0,
Func8,2,44,44,1,28.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,28.0
Func8,2,44,44,1,42.0
Func8,2,44,44,0,
Func8,2,44,44,1,40.0
Func8,2,44,44,0,
Func8,2,44,44,1,36.0
Func8,2,44,44,1,39.0
Func8,2,44,44,1,41.0
Func8,2,44,44,1,38.0
Func8,2,44,44,1,37.0
Func8,2,44,44,1,37.0
Func8,2,44,44,1,43.0
Func8,2,44,44,1,44.0
Func8,2,44,44,1,37.0
Func8,2,44,44,1,41.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,29.0
Func8,2,44,44,1,39.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,28.0
Func8,2,44,44,1,44.0
Func8,2,44,44,0,
Func8,2,44,44,0,
Func8,2,44,44,1,31.0
Func8,2,44,44,0,
Func8,2,44,44,1,28.0
Func9,2,126,126,0,
Func9,2,126,126,1,67.0
Func9,2,126,126,0,
Func9,2,126,126,1,17.0
Func9,2,126,126,1,53.0
Func9,2,126,126,1,79.0
Func9,2,126,126,1,63.0
Func9,2,126,126,0,
Func9,2,126,126,1,121.0
Func9,2,126,126,1,59.0
Func9,2,126,126,1,55.0
Func9,2,126,126,1,18.0
Func9,2,126,126,0,
Func9,2,126,126,1,13.0
Func9,2,126,126,1,25.0
Func9,2,126,126,1,47.0
Func9,2,126,126,0,
Func9,2,126,126,1,39.0
Func9,2,126,126,0,
Func9,2,126,126,1,77.0
Func9,2,126,126,1,35.0
Func9,2,126,126,1,91.0
Func9,2,126,126,1,82.0
Func9,2,126,126,1,36.0
Func9,2,126,126,0,
Func9,2,126,126,1,37.0
Func9,2,126,126,1,77.0
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,1,99.0
Func9,2,126,126,1,27.0
Func9,2,126,126,1,83.0
Func9,2,126,126,0,
Func9,2,126,126,1,47.0
Func9,2,126,126,1,98.0
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,1,42.0
Func9,2,126,126,1,24.0
Func9,2,126,126,0,
Func9,2,126,126,1,20.0
Func9,2,126,126,1,28.0
Func9,2,126,126,1,89.0
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,1,38.0
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,1,14.0
Func9,2,126,126,1,25.0
Func9,2,126,126,1,65.0
Func9,2,126,126,1,91.0
Func9,2,126,126,1,92.0
Func9,2,126,126,1,26.0
Func9,2,126,126,1,76.0
Func9,2,126,126,1,82.0
Func9,2,126,126,1,51.0
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,1,74.0
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,1,65.0
Func9,2,126,126,1,57.0
Func9,2,126,126,0,
Func9,2,126,126,1,63.0
Func9,2,126,126,1,58.0
Func9,2,126,126,0,
Func9,2,126,126,1,32.0
Func9,2,126,126,0,
Func9,2,126,126,1,48.0
Func9,2,126,126,1,7.0
Func9,2,126,126,1,48.0
Func9,2,126,126,1,125.0
Func9,2,126,126,1,120.0
Func9,2,126,126,0,
Func9,2,126,126,1,70.0
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,0,
Func9,2,126,126,1,33.0
Func9,2,126,126,0,
Func9,2,126,126,1,28.0
Func9,2,126,126,1,70.0
Func9,2,126,126,1,73.0
Func9,2,126,126,1,42.0
Func9,2,126,126,1,35.0
Func9,2,126,126,1,87.0
Func9,2,126,126,1,90.0
Func9,2,126,126,1,55.0
Func9,2,126,126,1,82.0
Func9,2,126,126,1,112.0
Func9,2,126,126,1,9.0
Func9,2,126,126,1,46.0
Func9,2,126,126,0,
Func9,2,126,126,1,4.0
Func9,2,126,126,1,55.0
Func10,2,772,772,1,57.0
Func10,2,772,772,1,76.0
Func10,2,772,772,1,99.0
Func10,2,772,772,1,51.0
Func10,2,772,772,1,110.0
Func10,2,772,772,1,47.0
Func10,2,772,772,1,53.0
Func10,2,772,772,1,79.0
Func10,2,772,772,1,107.0
Func10,2,772,772,1,77.0
Func10,2,772,772,1,79.0
Func10,2,772,772,1,63.0
Func10,2,772,772,1,80.0
Func10,2,772,772,1,68.0
Func10,2,772,772,1,252.0
Func10,2,772,772,1,46.0
Func10,2,772,772,1,48.0
Func10,2,772,772,1,61.0
Func10,2,772,772,1,127.0
Func10,2,772,772,1,55.0
Func10,2,772,772,1,101.0
Func10,2,772,772,1,85.0
Func10,2,772,772,1,69.0
Func10,2,772,772,1,123.0
Func10,2,772,772,1,98.0
Func10,2,772,772,1,95.0
Func10,2,772,772,1,130.0
Func10,2,772,772,1,62.0
Func10,2,772,772,1,49.0
Func10,2,772,772,1,51.0
Func10,2,772,772,1,226.0
Func10,2,772,772,1,92.0
Func10,2,772,772,1,117.0
Func10,2,772,772,1,73.0
Func10,2,772,772,1,32.0
Func10,2,772,772,1,68.0
Func10,2,772,772,1,65.0
Func10,2,772,772,1,108.0
Func10,2,772,772,1,72.0
Func10,2,772,772,1,57.0
Func10,2,772,772,1,51.0
Func10,2,772,772,1,75.0
Func10,2,772,772,1,97.0
Func10,2,772,772,1,71.0
Func10,2,772,772,1,76.0
Func10,2,772,772,1,83.0
Func10,2,772,772,1,73.0
Func10,2,772,772,1,72.0
Func10,2,772,772,1,55.0
Func10,2,772,772,1,29.0
Func10,2,772,772,1,90.0
Func10,2,772,772,1,51.0
Func10,2,772,772,1,85.0
Func10,2,772,772,1,93.0
Func10,2,772,772,1,70.0
Func10,2,772,772,1,37.0
Func10,2,772,772,1,108.0
Func10,2,772,772,1,117.0
Func10,2,772,772,1,131.0
Func10,2,772,772,1,67.0
Func10,2,772,772,1,70.0
